Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.3-192.168.10.9-53-64968-17,192.168.10.9,64968,192.168.10.3,53,17,5/7/2017 8:51,192,2,2,136,328.0,68,68,68.0,0.0,164,164,164.0,0.0,2416666.667,20833.33333,64.0,70.37755324,141.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,40,40,10416.66667,10416.66667,68,164,106.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,133.0,68.0,164.0,40,0,0,0,0,0,0,2,136,2,328,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-62092-17,192.168.10.3,62092,192.168.10.1,53,17,5/7/2017 10:46,32919,1,1,48,112.0,48,48,48.0,0.0,112,112,112.0,0.0,4860.414958,60.75518697,32919.0,0.0,32919.0,32919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,30.37759349,30.37759349,48,112,69.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,104.0,48.0,112.0,20,0,0,0,0,0,0,1,48,1,112,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-40000-80-6,172.16.0.1,40000,192.168.10.50,80,6,5/7/2017 10:48,4,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-40008-80-6,172.16.0.1,40008,192.168.10.50,80,6,5/7/2017 10:48,2,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,1000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-40004-80-6,172.16.0.1,40004,192.168.10.50,80,6,5/7/2017 10:48,243,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8230.452675,243.0,0.0,243.0,243.0,243.0,243.0,0.0,243.0,243.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,8230.452675,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-39980-80-6,172.16.0.1,39980,192.168.10.50,80,6,5/7/2017 10:48,15850,3,2,18,0.0,6,6,6.0,0.0,0,0,0.0,0.0,1135.646688,315.4574132,3962.5,6505.860563,13694.0,43.0,2156.0,1078.0,125.8650071,1167.0,989.0,15807.0,15807.0,0.0,15807.0,15807.0,0,0,0,0,60,64,189.2744479,126.1829653,0,6,4.0,3.098386677,9.6,1,0,0,0,0,0,0,0,0,4.8,6.0,0.0,60,0,0,0,0,0,0,3,18,2,0,0,235,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-40008-80-6,172.16.0.1,40008,192.168.10.50,80,6,5/7/2017 10:48,15057,2,2,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,796.9715083,265.6571694,5019.0,6263.648777,12059.0,63.0,2998.0,2998.0,0.0,2998.0,2998.0,14994.0,14994.0,0.0,14994.0,14994.0,0,0,0,0,40,64,132.8285847,132.8285847,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,0,1,4.5,6.0,0.0,40,0,0,0,0,0,0,2,12,2,0,0,235,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-40028-80-6,172.16.0.1,40028,192.168.10.50,80,6,5/7/2017 10:48,4,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-58932-80-6,192.168.10.50,80,172.16.0.1,58932,6,5/7/2017 10:48,86005639,6,6,11595,336.0,10136,0,1932.5,4061.030399,324,0,56.0,131.3255497,138.7234621,0.139525735,7818694.455,25600000.0,85000000.0,1.0,86000000.0,17200000.0,38500000.0,86000000.0,1.0,86000000.0,17200000.0,37900000.0,85000000.0,44.0,0,0,0,0,200,184,0.069762868,0.069762868,0,10136,917.7692308,2799.14154,7835193.359,0,0,0,0,1,0,0,0,1,994.25,1932.5,56.0,200,0,0,0,0,0,0,6,11595,6,336,235,229,2,32,9943.0,0.0,9943.0,9943.0,85000000.0,0.0,85000000.0,85000000.0,BENIGN
172.16.0.1-192.168.10.50-40038-80-6,172.16.0.1,40038,192.168.10.50,80,6,5/7/2017 10:48,4,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-40040-80-6,172.16.0.1,40040,192.168.10.50,80,6,5/7/2017 10:48,2,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,1000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-40046-80-6,172.16.0.1,40046,192.168.10.50,80,6,5/7/2017 10:48,3,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-40004-80-6,172.16.0.1,40004,192.168.10.50,80,6,5/7/2017 10:48,19110,2,2,12,11.0,6,6,6.0,0.0,11,0,5.5,7.778174593,1203.558346,209.314495,6370.0,10570.34243,18572.0,13.0,538.0,538.0,0.0,538.0,538.0,19097.0,19097.0,0.0,19097.0,19097.0,0,0,0,0,40,64,104.6572475,104.6572475,0,11,5.8,3.898717738,15.2,1,0,0,0,0,0,0,0,1,7.25,6.0,5.5,40,0,0,0,0,0,0,2,12,2,11,0,235,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-40056-80-6,172.16.0.1,40056,192.168.10.50,80,6,5/7/2017 10:48,6,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.3333,6.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,333333.3333,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-34448-80-6,172.16.0.1,34448,192.168.10.50,80,6,5/7/2017 10:48,3,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-40052-80-6,172.16.0.1,40052,192.168.10.50,80,6,5/7/2017 10:48,1,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-40048-80-6,172.16.0.1,40048,192.168.10.50,80,6,5/7/2017 10:48,997,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2006.018054,997.0,0.0,997.0,997.0,997.0,997.0,0.0,997.0,997.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,2006.018054,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-40050-80-6,172.16.0.1,40050,192.168.10.50,80,6,5/7/2017 10:48,3,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-34456-80-6,172.16.0.1,34456,192.168.10.50,80,6,5/7/2017 10:48,3,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-40040-80-6,172.16.0.1,40040,192.168.10.50,80,6,5/7/2017 10:48,13857,2,2,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,865.9883092,288.6627697,4619.0,7476.096374,13246.0,35.0,611.0,611.0,0.0,611.0,611.0,13822.0,13822.0,0.0,13822.0,13822.0,0,0,0,0,40,64,144.3313849,144.3313849,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,0,1,4.5,6.0,0.0,40,0,0,0,0,0,0,2,12,2,0,0,235,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-40038-80-6,172.16.0.1,40038,192.168.10.50,80,6,5/7/2017 10:48,14886,2,2,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,806.1265619,268.708854,4962.0,6899.801954,12845.0,20.0,2041.0,2041.0,0.0,2041.0,2041.0,14866.0,14866.0,0.0,14866.0,14866.0,0,0,0,0,40,64,134.354427,134.354427,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,0,1,4.5,6.0,0.0,40,0,0,0,0,0,0,2,12,2,0,0,235,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-40056-80-6,172.16.0.1,40056,192.168.10.50,80,6,5/7/2017 10:48,12818,2,2,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,936.183492,312.061164,4272.666667,4153.703087,8356.0,52.0,8408.0,8408.0,0.0,8408.0,8408.0,12766.0,12766.0,0.0,12766.0,12766.0,0,0,0,0,40,64,156.030582,156.030582,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,0,1,4.5,6.0,0.0,40,0,0,0,0,0,0,2,12,2,0,0,235,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
192.168.10.17-91.189.91.157-123-123-17,192.168.10.17,123,91.189.91.157,123,17,5/7/2017 10:45,36833,1,1,48,48.0,48,48,48.0,0.0,48,48,48.0,0.0,2606.358429,54.29913393,36833.0,0.0,36833.0,36833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,32,27.14956696,27.14956696,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-40064-80-6,172.16.0.1,40064,192.168.10.50,80,6,5/7/2017 10:48,3,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-34456-80-6,172.16.0.1,34456,192.168.10.50,80,6,5/7/2017 10:48,15869,2,2,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,756.1913164,252.0637721,5289.666667,6639.679987,12751.0,32.0,3118.0,3118.0,0.0,3118.0,3118.0,15837.0,15837.0,0.0,15837.0,15837.0,0,0,0,0,40,64,126.0318861,126.0318861,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,0,1,4.5,6.0,0.0,40,0,0,0,0,0,0,2,12,2,0,0,235,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-40050-80-6,172.16.0.1,40050,192.168.10.50,80,6,5/7/2017 10:48,18889,2,2,12,11.0,6,6,6.0,0.0,11,0,5.5,7.778174593,1217.639896,211.7634602,6296.333333,6350.207661,12741.0,45.0,6148.0,6148.0,0.0,6148.0,6148.0,18844.0,18844.0,0.0,18844.0,18844.0,0,0,0,0,40,64,105.8817301,105.8817301,0,11,5.8,3.898717738,15.2,1,0,0,0,0,0,0,0,1,7.25,6.0,5.5,40,0,0,0,0,0,0,2,12,2,11,0,235,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
192.168.10.1-192.168.10.3-53-60110-17,192.168.10.3,60110,192.168.10.1,53,17,5/7/2017 10:44,30595,1,1,54,82.0,54,54,54.0,0.0,82,82,82.0,0.0,4445.17078,65.37015852,30595.0,0.0,30595.0,30595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,20,32.68507926,32.68507926,54,82,63.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,95.0,54.0,82.0,32,0,0,0,0,0,0,1,54,1,82,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-40070-80-6,172.16.0.1,40070,192.168.10.50,80,6,5/7/2017 10:48,994,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2012.072435,994.0,0.0,994.0,994.0,994.0,994.0,0.0,994.0,994.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,2012.072435,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
172.16.0.1-192.168.10.50-34448-80-6,172.16.0.1,34448,192.168.10.50,80,6,5/7/2017 10:48,15869,2,2,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,756.1913164,252.0637721,5289.666667,4589.300637,8505.0,34.0,7364.0,7364.0,0.0,7364.0,7364.0,15835.0,15835.0,0.0,15835.0,15835.0,0,0,0,0,40,64,126.0318861,126.0318861,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,0,1,4.5,6.0,0.0,40,0,0,0,0,0,0,2,12,2,0,0,235,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
192.168.10.3-192.168.10.14-53-58656-17,192.168.10.14,58656,192.168.10.3,53,17,5/7/2017 8:46,211,2,2,112,276.0,56,56,56.0,0.0,138,138,138.0,0.0,1838862.559,18957.34597,70.33333333,79.18543637,158.0,4.0,49.0,49.0,0.0,49.0,49.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,9478.672986,9478.672986,56,138,88.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,111.0,56.0,138.0,64,0,0,0,0,0,0,2,112,2,276,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-62004-17,192.168.10.3,62004,192.168.10.1,53,17,5/7/2017 10:38,23715,1,1,53,137.0,53,53,53.0,0.0,137,137,137.0,0.0,8011.806873,84.33480919,23715.0,0.0,23715.0,23715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,40,42.1674046,42.1674046,53,137,81.0,48.49742261,2352.0,0,0,0,0,0,0,0,0,1,121.5,53.0,137.0,32,0,0,0,0,0,0,1,53,1,137,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-60989-17,192.168.10.3,60989,192.168.10.1,53,17,5/7/2017 10:29,60465,1,1,64,117.0,64,64,64.0,0.0,117,117,117.0,0.0,2993.467295,33.07698669,60465.0,0.0,60465.0,60465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,16.53849334,16.53849334,64,117,81.66666667,30.59956427,936.3333333,0,0,0,0,0,0,0,0,1,122.5,64.0,117.0,32,0,0,0,0,0,0,1,64,1,117,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.16.0.1-192.168.10.50-40084-80-6,172.16.0.1,40084,192.168.10.50,80,6,5/7/2017 10:48,6,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.3333,6.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,333333.3333,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk
192.168.10.1-192.168.10.3-53-60765-17,192.168.10.3,60765,192.168.10.1,53,17,5/7/2017 10:23,60208,1,1,43,101.0,43,43,43.0,0.0,101,101,101.0,0.0,2391.708743,33.21817699,60208.0,0.0,60208.0,60208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,16.60908849,16.60908849,43,101,62.33333333,33.48631561,1121.333333,0,0,0,0,0,0,0,0,1,93.5,43.0,101.0,32,0,0,0,0,0,0,1,43,1,101,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-104.16.16.35-16575-443-6,192.168.10.9,16575,104.16.16.35,443,6,5/7/2017 10:49,146021,51,80,1319,118323.0,499,0,25.8627451,76.50569119,2920,0,1479.0375,569.1634644,819347.902,897.1312345,1123.238462,3080.258463,18655.0,1.0,146021.0,2920.42,5165.717873,23608.0,1.0,129036.0,1633.367089,4672.055824,31761.0,3.0,0,0,0,0,1032,1612,349.2648318,547.8664028,0,2920,906.3787879,840.2188422,705967.7028,0,0,0,1,0,0,0,0,1,913.2977099,25.8627451,1479.0375,1032,0,0,0,0,0,0,51,1319,80,118323,8192,32,50,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-61729-17,192.168.10.3,61729,192.168.10.1,53,17,5/7/2017 10:37,512,1,1,44,112.0,44,44,44.0,0.0,112,112,112.0,0.0,304687.5,3906.25,512.0,0.0,512.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,1953.125,1953.125,44,112,66.66666667,39.2598183,1541.333333,0,0,0,0,0,0,0,0,1,100.0,44.0,112.0,32,0,0,0,0,0,0,1,44,1,112,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-61749-17,192.168.10.3,61749,192.168.10.1,53,17,5/7/2017 10:36,30462,1,1,58,124.0,58,58,58.0,0.0,124,124,124.0,0.0,5974.65695,65.65557088,30462.0,0.0,30462.0,30462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,32.82778544,32.82778544,58,124,80.0,38.10511777,1452.0,0,0,0,0,0,0,0,0,1,120.0,58.0,124.0,20,0,0,0,0,0,0,1,58,1,124,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-60234-17,192.168.10.3,60234,192.168.10.1,53,17,5/7/2017 10:26,48390,1,1,97,145.0,97,97,97.0,0.0,145,145,145.0,0.0,5001.033271,41.33085348,48390.0,0.0,48390.0,48390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,20.66542674,20.66542674,97,145,113.0,27.71281292,768.0,0,0,0,0,0,0,0,0,1,169.5,97.0,145.0,32,0,0,0,0,0,0,1,97,1,145,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.14-50.63.243.230-51823-80-6,192.168.10.14,51823,50.63.243.230,80,6,5/7/2017 10:49,66838,3,5,426,2280.0,420,0,142.0,240.7737527,1460,2,456.0,659.8545294,40485.95111,119.6923906,9548.285714,15787.70406,32735.0,1.0,33188.0,16594.0,22709.44138,32652.0,536.0,34264.0,8566.0,16526.83892,33349.0,1.0,0,0,0,0,72,104,44.88464646,74.8077441,0,1460,300.6666667,517.7045489,268018.0,0,0,0,1,0,0,0,0,1,338.25,142.0,456.0,72,0,0,0,0,0,0,3,426,5,2280,8192,30016,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-104.16.16.35-16575-443-6,104.16.16.35,443,192.168.10.9,16575,6,5/7/2017 10:49,410,2,0,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,29268.29268,4878.04878,410.0,0.0,410.0,410.0,410.0,410.0,0.0,410.0,410.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4878.04878,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,32,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-61432-17,192.168.10.3,61432,192.168.10.1,53,17,5/7/2017 10:39,505,1,1,54,70.0,54,54,54.0,0.0,70,70,70.0,0.0,245544.5545,3960.39604,505.0,0.0,505.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1980.19802,1980.19802,54,70,59.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,89.0,54.0,70.0,20,0,0,0,0,0,0,1,54,1,70,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.14-50.63.243.230-51821-80-6,192.168.10.14,51821,50.63.243.230,80,6,5/7/2017 10:49,67933,3,5,426,2278.0,420,0,142.0,240.7737527,1460,0,455.6,660.1990609,39803.92445,117.7630901,9704.714286,15871.52242,33152.0,1.0,33473.0,16736.5,22690.3495,32781.0,692.0,35225.0,8806.25,16748.25235,33917.0,1.0,0,0,0,0,72,112,44.16115879,73.60193131,0,1460,300.4444444,517.8491844,268167.7778,0,0,0,1,0,0,0,0,1,338.0,142.0,455.6,72,0,0,0,0,0,0,3,426,5,2278,8192,237,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
